kind	key	direction	classification	disposition	canonical_name	implementation	payload	fixture	client	owner	cata_ref	cata_js_ref	plan	state	evidence	notes
block	src/server/game/Handlers/MovementHandler.cpp@541e637bdd8cff42:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MovementHandler.cpp@541e637bdd8cff42:2	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Handlers/MovementHandler.cpp@af320253f88963df:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@12b53758aeef9ec5:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@187f636916626f60:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@1e6bb6bdf2f9724e:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@5fc4837fd95dc8fe:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@911796a911f06811:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/GuildPackets.h@9f4f54ba5a1f6099:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/InstancePackets.h@c9cd8fbf68694ab1:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/InstancePackets.h@e22ee96b10bddd43:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/MiscPackets.h@0e4878aaba427fd5:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/MiscPackets.h@13ad7b6055bdeff4:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/Packets/QuestPackets.h@7413b96603193134:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@2279257f42a6fa0e:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@30da494405b86b0f:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@76a127171b2f0261:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@76a127171b2f0261:2	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@76a127171b2f0261:3	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@76a127171b2f0261:4	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@76efd87a9ee1a36c:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@bba0a43ad320fe1e:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@bf0fbe294830ac76:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@bf0fbe294830ac76:2	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@ecb134868bb5bd6a:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.cpp@fd1b1c3124f58c54:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.h@2db3b2037586383a:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSession.h@5afb2daf9b433faf:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/server/game/Server/WorldSocket.cpp@5fe2d96979a34014:1	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	MySQL 8.0.46 game worldserver unit_tests link plus OpcodeTableTest twice	direction-safe opcode ownership and caller migration; numeric values and payloads unchanged
block	src/test/server/game/Server/Protocol/OpcodeTableTest.cpp@9d53b096e344861f:1	none	upstream-adaptation	retain	-	not-applicable	not-applicable	pass	not-required	Protocol	-	-	Protocol foundation	classified	checker self-check twice and focused registry test twice	deterministic Plan 4 proof
file	src/server/game/Server/Protocol/Opcodes.cpp	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	sha256:81acf3dbed9aa8dc0b2c056c24784e02fcd21a13f5bd14a90f3178cca00bb1c4	exact file coverage backed by the Plan 4 structural checker and opcode value manifest
file	src/server/game/Server/Protocol/Opcodes.h	none	required-cata	rewrite	-	converted	not-applicable	pass	not-required	Protocol	c699217775d90794158422387b07a917e161b582:src/server/game/Server/Protocol/Opcodes.h	-	Protocol foundation	converted	sha256:c7ab110578254b0394d2238637f1c99720849a1f754b53e1f9e043bf243b8a9e	exact file coverage backed by the Plan 4 structural checker and opcode value manifest
